Date,Tweet,Stock Name,Company Name,sentiment_negative,sentiment_neutral,sentiment_positive,sentiment_compound,sentiment_label
2021-10-25,"#OPTIONS IDEAS

$EBAY 82c &gt; 81.04 | 79p &lt; 79.95 
$INTC 50.5c &gt; 50.07 | 49p &lt; 49.31
$WBA 50c &gt; 49.80 | 49p &lt; 49.09
$ROKU 330c &gt; 327.04 | 315p &lt; 315.37

LIKE FAST FOR A SECRET PLAY🚨",INTC,Intel Corporation,0.0,0.866,0.134,0.7481,Positive
2021-10-26,"AMD smashes earnings with $4.3B vs $4.1B guidance. 
Revenue goes from 99% YoY to 54% YoY, but FCF continues to soar
Q4 is guided $4.5B, 39% YoY growth. Deceleration likely due to supply constraints
Gross margins are at 48%, in 2022 AMD could have higher GM than Intel
$AMD $INTC https://t.co/94eHfU4zGK",INTC,Intel Corporation,0.073,0.866,0.06,-0.1901,Negative
2021-10-28,"#LOTTOFRIDAY IDEAS

Be Advised — High Risk 0DTE

$MSFT 327.5c &gt; 324.86 | 320p &lt; 322.3
$NVDA 252.5c &gt; 249.5| 245p &lt; 245.25
$BAC 48.5c &gt; 48 | 47p &lt; 47.43
$INTC 49c &gt; 48.37| 47p &lt; 47.77

LIKE FOR EXTRA PICKS💎",INTC,Intel Corporation,0.044,0.887,0.068,0.2808,Positive
2021-10-29,"#LOTTOFRIDAY RESULTS

$MSFT 327.5c .21 to 4.14 (1872%)
$NVDA 252.5c .92 to 4.60 (400%)
$BAC Trigger Failed
$INTC 49c .02 to .33 (1550%)

PLS LIKE THIS IF I HELP YOU❤️ https://t.co/aH0AiDir9J",INTC,Intel Corporation,0.08,0.707,0.212,0.6596,Positive
2021-11-02,"What are the most discussed tickers on reddit this AM?

1. $TSLA
2. $GME
3. $SPY
4. $AMD
5. $AAPL
6. $MSFT
7. $PBIO
8. $AMC
9. $LCID
10. $INTC

Full list: https://t.co/EZ76Fz5BsT https://t.co/3FB1kIL50y",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2021-11-05,Added more $INTC - $55 CALLS EXP. 11/12 @ $0.11 with no stop losses because this is a ⚠️LOTTO PLAY - only put small amount you can afford to lose⚠️,INTC,Intel Corporation,0.073,0.73,0.197,0.5543,Positive
2021-11-05,"APPLE’S ROAD MAP FOR MAC CHIPS SHOWS LIKELY ADVANTAGE OVER INTEL - THE INFORMATION
$AAPL $INTC",INTC,Intel Corporation,0.0,0.846,0.154,0.4084,Positive
2021-11-06,"Top 50 NASDAQ Jumps in Shorts 

$WISH $SOFI $PROG $BTBT $SIRI $AMD $PLUG $BBBY $KDP $INTC $MU $DUSCA $OCGN $DLTR $MAT $ATVI $ON $EDIT $CSCO $ME $PHAS $QRTEA $VXRT $TROW $VYGR $FAST $IQ $ENJY $NTES $POWW $FFIE $VTRS $TTD $CRSP $FYBR $RIDE $CROX $MNDT $EXAS $JBLU $AFRM $ABCL $LILM https://t.co/zwqwXZG8EW",INTC,Intel Corporation,0.0,0.902,0.098,0.6408,Positive
2021-11-08,"Bro chill $AAPL ain’t done, $WISH ain’t done, $PPSI can sell anytime idc, $INTC may add more 11/19’s for the lotto calls &amp;’ yeah",INTC,Intel Corporation,0.0,0.796,0.204,0.6841,Positive
2021-11-09,"11/9 Watchlist 🔮

$MSFT 340c &gt; 337.65 | 322.5p &lt; 336.20
$BA 230c &gt; 223.35 | 217.5p &lt; 222
$INTC 52.5c &gt; 51.85 | 51p &lt; 51.30
$BBBY 25c &gt; 22.15 | 20p &lt; 20.85
$TTD 95c &gt; 89.75 | 85p &lt; 87.55",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2021-11-09,"11/9 Watchlist Flow 🌊

$MSFT - 340c heavy hitters, main watch.

$BA - 230c BIG HITS, very OTM as well. 🐂

$INTC - 52c and 52p both seeing action, could move both ways.

$BBBY - 25c tops the chart on an inside bar. 👀🎯

As always, @unusual_whales is the 🐐. https://t.co/edm0qHFarX",INTC,Intel Corporation,0.0,0.902,0.098,0.6872,Positive
2021-11-12,"Dividend line up in my Robinhood account:

$INTC $WFC $ET $MAIN $PBCT $OHI $AAPL https://t.co/WwUKGo25KB",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2021-11-12,"Floki Inu Will Be the Next Shiba Inu, Plain and Simple - article I wrote for @investorplace https://t.co/EwrCzgLZ9F #flokiinu $FLOKI $FLOK $SHIB $BTC #blockchain #bitcoin #cryptos #crypto $DOGE $SPY $QQQ $DIA $DJIA #stockmarket #investing #finance #stocks $AAPL $TSLA $AMZN $INTC",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2021-11-13,"You can find dividend stocks in many different sectors💰

Tech💰
$AVGO
$TXN
$MSFT
$INTC

Industrials💰
$CAT
$HON
$LHX
$MMM

Retail💰
$WMT
$TGT
$COST
$HD

Healthcare💰
$PFE
$JNJ
$MRK
$ABBV

Real Estate
$O
$PLD
$STAG
$MAIN",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2021-11-15,Heavyweight Champion Tyson Fury Now Fights For Floki Inu's War On Dogecoin https://t.co/5Onnhvnm75 #flokiinu $FLOKI $FLOK $SHIB $BTC #blockchain #bitcoin #cryptos #crypto $DOGE $SPY $QQQ $DIA $DJIA #stockmarket #investing #finance #stocks $AAPL $TSLA $AMZN $INTC,INTC,Intel Corporation,0.228,0.686,0.086,-0.7506,Negative
2021-11-20,"Weekly Update on Apple, Amazon, Tesla, the S&amp;P 500, Nasdaq, Russel 2000, Micron, Homebuilders, Disney, and Crypto

Tech: $AAPL $AMZN $QQQ $GOOGL $QCOM $MU $TSM $INTC
Value: $SPY $IWM $XLV $DIS $XHB
Growth + Memes: $TSLA $NEE $ENPH $AMC $GME $NOK $TWTR $LTC
https://t.co/w1b3tnspsb",INTC,Intel Corporation,0.0,0.86,0.14,0.6908,Positive
2021-11-21,"1, 5, 10 year % returns

1 year
$NVDA +151
$F +119
$TSLA +117
$AMD +82
$CSCO +31
$INTC +10

5yrs
$TSLA +2791
$AMD +1672
$NVDA +1319
$CSCO +108
$F +98
$INTC +58

10 yrs
$TSLA 17,627
$NVDA 9,422
$AMD 2,832
$CSCO 304
$INTC 186
$F 185

filed under
""interesting, but useless""",INTC,Intel Corporation,0.067,0.9,0.033,-0.431,Negative
2021-11-22,"11/22 Options Results

$FSR 22c .95 to 1.27 (33%)
$INTC 50c .37 to 1.02 (175%)
$RBLX 130p 4.30 to 13.70 (218%)
$AMD 160c 2.10 to 4.25 (102%)
$NIO Gapped up, No retest.

Like Fast for Tomorrow’s Picks💣 https://t.co/a4jymzkaql",INTC,Intel Corporation,0.173,0.827,0.0,-0.7587,Negative
2021-11-22,"11/22 Options Watchlist

$FSR 22c &gt; 21.85 | 20.5p &lt; 20.70
$NIO 40c &gt; 39.10 | 38p &lt; 38.00
$INTC 50c &gt; 49.73 | 49p &lt; 49.24
$RBLX 140c &gt; 137.41 | 130p &lt; 131.33
$AMD 160c &gt; 156.92 | 150p &lt; 153.44

199 likes for swing ideas! 🎁",INTC,Intel Corporation,0.0,0.889,0.111,0.7177,Positive
2021-11-30,$AMZN says its new chips will compete with $NVDA and $INTC,INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2021-12-02,"12/2 Watchlist 🎄

$SQ 202.5c &gt; 196.75 | 187.5p &lt; 192.25
$QCOM 180c &gt; 177.10 | 170p &lt; 174
$INTC 49c &gt; 48.85 | 48p &lt; 48.35
$PLUG 38c &gt; 37.35 | 35p &lt; 36
$RIOT 38c &gt; 36.65 | 33p &lt; 34.70",INTC,Intel Corporation,0.092,0.908,0.0,-0.6523,Negative
2021-12-02,"12/2 Watchlist 🌊

$SQ: Some bought the dip, but lots of puts. Sitting on strong support.

$QCOM: Great short setup, but lots of action on 180c-190c

$INTC: Next week 52.5c with big action, weeklies hit too.

$PLUG: Make-or-break. Lots of flow both ways!

Credit: @unusual_whales https://t.co/J4puaRJure",INTC,Intel Corporation,0.0,0.713,0.287,0.9604,Positive
2021-12-05,"12/6 Watchlist 🌊

$PFE: Big 55c &amp; 56c volume on Fri. Watching closely.

$V: Can't ignore the 200c volume. Looks good either way. 🎲

$INTC: Flow stays heavy, 50c 🔨

$WMT: 140c looking good for a bounce!

Credit: @unusual_whales 🐳 https://t.co/EGtc1t0Ahk",INTC,Intel Corporation,0.073,0.726,0.201,0.7097,Positive
2021-12-06,"12/7 Watchlist 🌊

$TWTR: Can't ignore the weekly 48c action &amp; 12/17 50c 🔨

$DIS: Lots going on here, big move either way. 155c bounce, 145p fail.

$INTC: I don't think it's done. Watching 52c if green.

$RIOT: 30c big vol, even 31c. 25p for downside

Credit: @unusual_whales https://t.co/YHPZRyx5vv",INTC,Intel Corporation,0.165,0.756,0.079,-0.7289,Negative
2021-12-06,"12/7 Watchlist 🔮

$TWTR 46c &gt; 45.00 | 43p &lt; 43.90
$DIS 155c &gt; 151.50 | 145p &lt; 149.50
$INTC 52c &gt; 51.20 | 50p &lt; 50.75
$RIOT 31c &gt; 29.10 | 26p &lt; 27.20
$LI 32c &gt; 31.05 | 28p &lt; 29.80",INTC,Intel Corporation,0.092,0.908,0.0,-0.6523,Negative
2021-12-06,"$INTC

Mentioned this on Spaces with @YourBoyMilt. The flow could not be ignored.

1: Triggers

2: Flow from Friday showed plenty of OTM action, especially 50c.

3: Today action, 51-52.5 continual action. 

$INTC didn't stop all day. @unusual_whales helped me catch it. 🧲 https://t.co/a8iwoDMOxA",INTC,Intel Corporation,0.0,0.916,0.084,0.431,Positive
2021-12-06,"TSMC founder Morris Chang said he doubts Intel CEO Pat Gelsinger can restore Intel to its former glory, media report. Intel's mandatory retirement age is 65-years old, and as Gelsinger is already 60, Chang does not believe he has enough time. $INTC $TSM #semiconductor",INTC,Intel Corporation,0.045,0.813,0.142,0.5859,Positive
2021-12-06,"Possible Results from Trigger🏆

$PFE 52.5c: .84 ➡️ 1.88 ✅ 123%

$V 202.5c: 1.60 ➡️ 4.00 ✅ 150%
(call trig retest)

$INTC 50.5c: .50➡️ 1.10 ✅ 120%

$WMT 140c: .64 ➡️ .95 ✅ 48%
(call trig retest)

$NIO 🚫 (good for a couple scalps) https://t.co/L1nVNuZWb7",INTC,Intel Corporation,0.0,0.955,0.045,0.4404,Positive
2021-12-07,"If I had a dollar for every time I said ""can't ignore the $INTC flow"" yesterday and today.

Been on my WL both days. Somebody ALWAYS knows something. https://t.co/8VEwEHWJ7R",INTC,Intel Corporation,0.0,0.93,0.07,0.2755,Positive
2021-12-07,"Update: Equities surging this morning (SPX +1.3%, NDX +1.7%, Europe +2.0%) as investors add back risk with omicron risks subsiding, MS $AAPL upgrade, and $INTC Mobileye IPO plans. TSLA +3.7% pre-mkt appropriate  with 2.0x beta, and likely strong Nov China vols (55K-60K) tonight.",INTC,Intel Corporation,0.088,0.842,0.069,0.0258,Neutral
2021-12-07,"Good morning TRADERS 👍💥

Glad to be back and share my #stickynote with you 💯

$INTC with big news, let's see if it holds highs, $LCID $TSLA bothbon watch, while both $SOFI and $HUT are too low here😎

$AMD should test FRIDAY close as the market looks ready📈
#stocks #Traders https://t.co/Wz7d5yoLZ3",INTC,Intel Corporation,0.065,0.744,0.191,0.8402,Positive
2021-12-07,"*INTEL PLANS TO LAUNCH $50B IPO OF ITS MOBILEYE SELF-DRIVING-CAR UNIT IN 2022

$INTC +8% https://t.co/pYNNxjbmJN",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2021-12-07,"Data creation is growing exponentially with a noticeable uptick starting in 2023. By 2025, there will be 44x more data created than in 2003. This will drive demand for storage/memory.

$WDC $INTC $MU $TSM $SSNLF https://t.co/Fcjsgrr8px",INTC,Intel Corporation,0.038,0.809,0.154,0.5542,Positive
2021-12-07,"JUST IN:

$INTC to list public shares of Mobileye, a self-driving car unit.",INTC,Intel Corporation,0.0,0.845,0.155,0.296,Positive
2021-12-08,"If something is ever on my list 2 days in a row take note. Last 2 were:

$INTC
$TWTR

Both absolute bangers. I have no problem playing something 2 days in row.",INTC,Intel Corporation,0.047,0.886,0.067,0.1695,Positive
2021-12-11,THIS is $intc of 1999/2000 vs. $amd today.. How Ironic https://t.co/DwZKR0qfOc,INTC,Intel Corporation,0.13,0.87,0.0,-0.128,Negative
2021-12-15,"Intel-TSMC Rumors: Intel's CEO asked TSMC to provide 7/6nm, 5/4nm and 3nm manufacturing for Intel chips, including dedicated 3nm production lines for Intel CPUs and GPUs, media report. TSMC wants front payments for Intel-only 3nm production lines.
1/2 $INTC $TSM #semiconductors",INTC,Intel Corporation,0.0,0.93,0.07,0.4588,Positive
2021-12-18,"Some of the best Dividend/Dividend Growth stock that money can buy!

$PEP
$O
$HD
$KO
$MSFT
$MMM
$AAPL
$JPM
$PG
$JNJ
$T
$MCD
$SPG
$COST
$V
$VZ
$SBUX
$MA
$NKE
$XOM
$MO
$WMT
$BAC
$INTC
$PFE
$WBA
$IRM

Add them to your watchlist, research them and build true passive income.",INTC,Intel Corporation,0.0,0.797,0.203,0.8932,Positive
2021-12-22,@unusual_whales PUTS ON $INTC,INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2021-12-22,"TSMC, the drug dealer, is trying to make an addicted junkie out of Intel
Wafer supply agreement insights including prepayment terms/capacity agreements for AMD, Apple, Broadcom, Intel, MediaTek, Nvidia, and Qualcomm
$INTC $TSM $AMD $AAPL $AVGO $NVDA $QCOM
https://t.co/8803sN8S6R",INTC,Intel Corporation,0.0,0.875,0.125,0.6486,Positive
2021-12-26,"12/27 Watchlist🚨

💾 $INTC 52c&gt; 51.6 | 51.05 &lt;51p 
💳 $PYPL 200c&gt; 193 | 190.75 &lt;185p
👾 $MARA 42c&gt; 39.05 | 37.3 &lt;35p
 🏥 $CVS 103c&gt; 101.75 | 100.95 &lt;100p

Thank you @AdamSliverTrade for the review! 🤝

Flow via @unusual_whales posted below👇",INTC,Intel Corporation,0.0,0.903,0.097,0.6588,Positive
2021-12-28,$INTC is going to be buying a lot of assembly and test equipment over the next few years. $TER $KLIC $COHU $ATEYY $BESIY https://t.co/Np344vaIuL,INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-01-01,Chip Stocks Are Booming. Where to Find Bargains Now $MU $QRVO $AMKR $SWKS $QCOM $INTC $MCHP $LRCX $AMAT $KLAC $ON $AVGO $NXPI $MCHP $IIVI https://t.co/YLvxmVAFM2 https://t.co/RdCEiV1H4k,INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-01-02,"HIGH CONFIDENCE WATCHLIST FOR 01/03/21:

- $INTC Calls above 52.15 Puts under 51.47
- $AAPL Calls above 178.58 Puts under 177.27
- $NIO Calls above 31.88 Puts under 30.23
- $DIS Calls above 155.97 Puts under 154.61

50❤️'s FOR A BONUS PLAY/CHART TONIGHT! (FLOW @unusual_whales) https://t.co/velxEMPuuX",INTC,Intel Corporation,0.0,0.843,0.157,0.8611,Positive
2022-01-02,"""It almost doesn’t matter what you know... 
It’s execution that’s everything.” 
                   Andy Grove, former CEO- $INTC",INTC,Intel Corporation,0.073,0.927,0.0,-0.046,Neutral
2022-01-04,"1/4 Watchlist 🔮

$BAC 47c &gt; 46.38 | 45.5p &lt; 45.95
$PYPL 197.5c &gt; 196 | 192.5p &lt; 193.85
$INTC 54c &gt; 53.50 | 52.5p &lt; 52.95
$XPEV 53c &gt; 51.00 | 48p &lt; 49.60
$TSM 131c &gt; 129.60 | 127p &lt; 128.10",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-01-05,"1/5/22 Eve Watchlist 🤑

$BABA 118p &lt; $120.95
$INTC 52.5c &gt;  $53.20
$AFRM 95c &gt; $84.60
$WFC 52.5c &gt; $52.4
$PINS 34p &lt; $33.35

Caution wide spreads. When trading no, set a low bid. No fill? Np. I wont chase ask

Flow via @unusual_whales
Will revisit in AM. #optionstrading #stocks https://t.co/IdcupHZOva",INTC,Intel Corporation,0.079,0.921,0.0,-0.5106,Negative
2022-01-05,"My top 10 ideas for the next 5 years:

1. $TSLA
2. $SQ
3. $TDOC
4. $NVTA
5. $BYND
6. $ENPH
7. $ABBV
8. $SMLR
9. $INTC
10. $SPOT

Expected portfolio IRR: 25% per annum, based on valuations today and very modest capital allocation and ROIC targets.

This is 95% of my net worth.",INTC,Intel Corporation,0.0,0.934,0.066,0.4019,Positive
2022-01-06,"Jeff Wilcox, Apple's Director of Mac System Architecture has left @Apple after 8 years and leading the Apple Silicon transition for Mac's.
Jeff Wilcox is returning to @intel as leader of the Client SoC Architecture as CTO of Design Engineering Group.
$INTC $AAPL
h/t @stock_vader https://t.co/w7AMvapYrm",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-01-06,"Advanced Packaging Part 2
Review of options/use from Intel, TSMC, Samsung, AMD, ASE, Sony, SKHynix, YMTC and Nvidia
CoWoS-L/S/R, EMIB, FOEB, FOSiP, Foveros Omni Foveros Direct, InFO-OS/LSI/SoIS/SOW, SoIC, X-Cube, XStacking
$INTC $TSM $ASX $SSNLF $AMD $NVDA
https://t.co/XwUcxhPvPd",INTC,Intel Corporation,0.0,0.947,0.053,0.25,Positive
2022-01-10,"$2k Compounding Challenge

Took one trade on $INTC today. I bought 10 contracts at $0.89 and sold at $1.00 for $110 profit. Started with $2000 and currently at $2611 https://t.co/0HRsf7B5eU",INTC,Intel Corporation,0.0,0.87,0.13,0.4939,Positive
2022-01-10,"1/11 Watchlist:

$AFRM over 80.1 | under 76.25
$RBLX over 87.1 | under 83.7
$MSFT over 316 | under 312.3

Small Accounts:
$INTC over 55.55 | under 54.85
$PLTR over 16.75 | under 16.25
$DKNG over 26.7 | under 25.75

Flow below, cred @unusual_whales",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-01-12,$INTC $AMD Lower as Microsoft $MSFT Hires Apple Engineer to Design Own Server Chips,INTC,Intel Corporation,0.145,0.855,0.0,-0.296,Negative
2022-01-12,"Good Morning Traders 💪💥

PLS RE-TWEET 🙌

Hard to make this list before CPI but we will try.  

Loving $AAPL on notes from $GS, also $INTC breaking above $56 should be a LONG 🚀😎

Waiting for a better place to SHORT $LCID and LOVE the $F 23.50 support 🤑💪 $AMC

#stickynote https://t.co/VQfNT4bKu2",INTC,Intel Corporation,0.036,0.638,0.326,0.9802,Positive
2022-01-12,"1/12/2022 Watchlist 🤑

$DASH 150C &gt; $145
$LCID 46c &gt; $44.50 
$IBM 132p &lt; $133.95
$INTC 55c &gt; $55.60

Obey your stops. We're getting BIG wins. Why let any bad trade run you down? Stay disciplined!

#optionstrading #optiontrades #stockstowatch
See pt 2 for multiple directionals! https://t.co/xljupgLsKz",INTC,Intel Corporation,0.106,0.824,0.069,-0.2462,Negative
2022-01-13,$TSM will produce 3nm chips for $INTC at a new factory in Northern Taiwan,INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-01-17,"$AMD $AMZN etc. still haven't scheduled, but here's a look at the coming #earningsseason 

https://t.co/lObOE0dgsr 

$TSLA $AAPL $GS $BAC $MSFT $SCHW $NFLX $MS $FB $PNC $ASML $UNH $BK $AAL $F $PG $TFC $CLF $INTC $AA $BA $T $SBNY $MBWM $FMBI $ONB $FAST $UPST $FBK $GNTY $PFE $GE https://t.co/Eu1x2pPflD",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-01-19,"*INTEL CEO GELSINGER INTENDS TO COMPETE AGAINST NVIDIA IN GPUS
$INTC $NVDA",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-01-21,"I spoke with @intel CEO @PGelsinger this morning about the $INTC $20B chip fab commitment in Ohio. Site is within a 3-hour drive of 5 other states. Follow-on economic impact of such a site is huge for the Midwest. @SquawkCNBC 
 https://t.co/bAsjSeEAf6",INTC,Intel Corporation,0.0,0.828,0.172,0.7845,Positive
2022-01-21,Hard to overstate what a big deal it is that Intel will build a $20 billion complex to make semiconductor chips in Ohio; U.S. only produces 12% of the world's chips now - semiconductors are absolutely essential to national/economic security $INTC,INTC,Intel Corporation,0.033,0.911,0.056,0.25,Positive
2022-01-22,"Most Anticipated Releases 
$AAPL $BA $GE $HAL $INTC $JNJ $MSFT $TSLA $T $VZ
https://t.co/uM1KBBIg4U https://t.co/EAn3wNzgpX",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-01-22,"💥BIG WEEK OF Q4 EARNINGS AHEAD 👀

*Mon: $IBM $HAL
*Tues: $MSFT $JNJ $GE $VZ $AXP $TXN
*Wed: $TSLA $INTC $BA $T $FCX
*Thurs: $AAPL $HOOD $MCD $V $MA $NUE 
*Fri: $CVX $CAT

$DIA $SPY $QQQ $IWM $VIX https://t.co/aaPIjQqOUC",INTC,Intel Corporation,0.0,1.0,0.0,0.0,Neutral
2022-01-22,"Exciting week of fun filled ER and Popcorn  🍿 with FOMC Wednesday 

Interesting names: $IBM $MSFT $BA $INTC $TSLA $LECX $MA $AAPL $V $CAT $MCD https://t.co/t4y6DHZKna",INTC,Intel Corporation,0.0,0.714,0.286,0.8481,Positive
